Unnamed: 0,Tweets,id,len,date,source,likes,retweets,cleaned_tweet,processed_tweet,extracted_locations,primary_location,crime_category,security_level
56,ADVISORY: The southbound lanes of the Major Deegan Expressway are closed due to flooding at Depot Place. Please use an alternate route. https://t.co/5kq5fP69bv,1516381677697785861,159,2022-04-19 11:42:19+00:00,Twitter Web App,20,7,advisory the southbound lanes of the major deegan expressway are closed due to flooding at depot place please use an alternate route,advisory southbound lanes major deegan expressway closed due flooding depot place please use alternate route,['Unknown'],Unknown,other,unknown
57,"🚨WANTED for CRIMINAL MISCHIEF: Do you know this guy? On 4/10/22 at approx 10:03 AM, on Fort Hamilton Parkway between 62 St and 65 St, the suspect used a long metal object to damage 6 unoccupied vehicles. Any info? DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/szOGtSfqQj",1516205046811222022,285,2022-04-19 00:00:27+00:00,Hootsuite Inc.,48,59,wanted for criminal mischief do you know this guy on at approx am on fort hamilton parkway between st and st the suspect used a long metal object to damage unoccupied vehicles any info dm or anonymously call tips,wanted criminal mischief know guy approx fort hamilton parkway suspect used long metal object damage unoccupied vehicles info anonymously call tips,['Unknown'],Unknown,traffic_incident,low
58,"On Tuesday, officers from. @NYPDCentralPark were alerted to a woman that got into the reservoir and couldn't stay afloat. Without hesitation, Officer Healy swam out into the frigid water to rescue her.

Watch the full interview ⬇️ https://t.co/U81REJtjv9",1516188726057123850,254,2022-04-18 22:55:36+00:00,Twitter Media Studio,113,28,on tuesday officers from were alerted to a woman that got into the reservoir and couldnt stay afloat without hesitation officer healy swam out into the frigid water to rescue her watch the full interview,tuesday officers alerted woman got reservoir couldnt stay afloat without hesitation officer healy swam frigid water rescue watch full interview,['Unknown'],Unknown,other,unknown
59,"Last night, officers from the @NYPD60Pct stopped a male to correct a quality of life violation they observed. During their stop, they discovered the male possessed this loaded firearm, safely recovered it &amp; placed him under arrest, helping to keep the community safe. https://t.co/NdKqjV14Y6",1516151732170072066,295,2022-04-18 20:28:36+00:00,Twitter Web App,138,12,last night officers from the stopped a male to correct a quality of life violation they observed during their stop they discovered the male possessed this loaded firearm safely recovered it amp placed him under arrest helping to keep the community safe,last night officers stopped male correct quality life violation observed stop discovered male possessed loaded firearm safely recovered amp placed arrest helping keep community safe,['Unknown'],Unknown,other,unknown
60,RT @NYPDPC: Detective Robert Cardona was by every measure courageous — while he battled a serious 9/11-related illness and then during the…,1516127466816950273,139,2022-04-18 18:52:11+00:00,Twitter for iPhone,0,15,rt detective robert cardona was by every measure courageous while he battled a serious related illness and then during the,detective robert cardona every measure courageous battled serious related illness,['Unknown'],Unknown,other,unknown
61,RT @NYPD67Pct: Your Officers were working around the ⏰ to protect East Flatbush families during the Easter holiday weekend. After a brief f…,1516070129645367300,140,2022-04-18 15:04:20+00:00,Twitter Web App,0,24,rt your officers were working around the to protect east flatbush families during the easter holiday weekend after a brief f,officers working around protect east flatbush families easter holiday weekend brief,['Brooklyn'],Brooklyn,other,unknown
62,"Cash for Guns with @QueensDAKatz 

NO QUESTIONS ASKED.

April 23, 2022
Praise Tabernacle Church
108-11 Sutphin Boulevard
10:00 A.M. to 4:00 P.M.

$200 Pre-paid cards &amp; iPads for Handguns &amp; Assault Rifles
$25 for Rifles, Shotguns, and Airguns https://t.co/TgJYirho46",1516053986423496704,273,2022-04-18 14:00:11+00:00,Hootsuite Inc.,36,22,cash for guns with no questions asked april praise tabernacle church sutphin boulevard am to pm prepaid cards amp ipads for handguns amp assault rifles for rifles shotguns and airguns,cash guns questions asked april praise tabernacle church sutphin boulevard prepaid cards amp ipads handguns amp assault rifles rifles shotguns airguns,['Queens'],Queens,violent_crime,high
63,"RT @NYPD67Pct: Excellent joint effort by your Neighborhood Safety Team, Public Safety Team, &amp; Patrol! They arrested an individual drinking…",1516039143809236997,143,2022-04-18 13:01:13+00:00,Twitter Web App,0,18,rt excellent joint effort by your neighborhood safety team public safety team amp patrol they arrested an individual drinking,excellent joint effort neighborhood safety team public safety team amp patrol arrested individual drinking,['Unknown'],Unknown,other,unknown
64,"🚨WANTED for RECKLESS ENDANGERMENT: Do you know this guy? On 4/13/22 at approx 4:10 AM, in the vicinity of 115 Ave and 221 St in Queens, the suspect discharged a handgun toward a house causing damage. Any info? DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/fU4gV7Eghn",1516023779343966212,281,2022-04-18 12:00:10+00:00,Hootsuite Inc.,111,92,wanted for reckless endangerment do you know this guy on at approx am in the vicinity of ave and st in queens the suspect discharged a handgun toward a house causing damage any info dm or anonymously call tips,wanted reckless endangerment know guy approx vicinity ave queens suspect discharged handgun toward house causing damage info anonymously call tips,['Queens'],Queens,violent_crime,high
65,"🚨WANTED for ASSAULT: Do you know this guy? On 4/15/22 at approx 12:15 AM, in the vicinity of 44 St and 9 Ave in Manhattan, the suspect approached a 24-year-old male, displayed a sharp object and stabbed him in the torso. Any info? DM @NYPDTips or call 800-577-TIPS. https://t.co/pk1EsFOlil",1515812417900535811,289,2022-04-17 22:00:17+00:00,Hootsuite Inc.,85,78,wanted for assault do you know this guy on at approx am in the vicinity of st and ave in manhattan the suspect approached a yearold male displayed a sharp object and stabbed him in the torso any info dm or call tips,wanted assault know guy approx vicinity ave manhattan suspect approached yearold male displayed sharp object stabbed torso info call tips,['Manhattan'],Manhattan,violent_crime,high
66,"RT @NYPD104Pct: If your thinking about riding a dirt bike or ATV on NYC streets, THINK AGAIN! Our Officers are out keeping neighborhoods sa…",1515752050080026634,140,2022-04-17 18:00:24+00:00,Twitter Web App,0,27,rt if your thinking about riding a dirt bike or atv on nyc streets think again our officers are out keeping neighborhoods sa,thinking riding dirt bike atv nyc streets think officers keeping neighborhoods,['Unknown'],Unknown,other,unknown
67,"""The subways have to be safe, and they will be safe,"" said @NYPDPC, as she joined @NYCMayor to speak with @GStephanopoulos about fighting crime on @ThisWeekABC. https://t.co/evro9l4rLQ",1515709626951548929,184,2022-04-17 15:11:50+00:00,Twitter Media Studio,96,31,the subways have to be safe and they will be safe said as she joined to speak with about fighting crime on,subways safe safe said joined speak fighting crime,['Unknown'],Unknown,public_disturbance,low
68,"To all those who are celebrating today, in NYC and around the world, we wish you a safe and #HappyEaster. https://t.co/FyyGZX0Wjb",1515691638110277643,129,2022-04-17 14:00:21+00:00,Hootsuite Inc.,156,32,to all those who are celebrating today in nyc and around the world we wish you a safe and happyeaster,celebrating today nyc around world wish safe happyeaster,['Unknown'],Unknown,other,unknown
69,"What are you doing tonight? Did you know Saturday Night Lights is back? There are locations in every borough where kids can enjoy their night.

For a list of locations by borough:
https://t.co/SENw7v9E4F https://t.co/80KD6jTIBi",1515419775693991950,227,2022-04-16 20:00:04+00:00,Hootsuite Inc.,36,12,what are you doing tonight did you know saturday night lights is back there are locations in every borough where kids can enjoy their night for a list of locations by borough,tonight know saturday night lights back locations every borough kids enjoy night list locations borough,['Unknown'],Unknown,other,unknown
70,"Anna Sorokin, aka Anna Delvey, came to NYC in 2014 &amp; quickly became a fixture in the downtown social scene. In 2017, she was indicted on an array of financial &amp; fraud-based crimes. Listen as the NYPD detective who led the investigation explains her crimes.
https://t.co/YY2yOoXkwu https://t.co/sDrModaITU",1515391824390594563,312,2022-04-16 18:09:00+00:00,Twitter Web App,61,19,anna sorokin aka anna delvey came to nyc in amp quickly became a fixture in the downtown social scene in she was indicted on an array of financial amp fraudbased crimes listen as the nypd detective who led the investigation explains her crimes,anna sorokin aka anna delvey came nyc amp quickly became fixture downtown social scene indicted array financial amp fraudbased crimes listen nypd detective led investigation explains crimes,['Manhattan'],Manhattan,fraud,low
71,RT @NYPD7Pct: At 3:14AM we received a 911 call for shots fired at Delancey&amp;Ludlow.Responding Officers did a phenomenal job quickly gatherin…,1515387727298154503,144,2022-04-16 17:52:43+00:00,Twitter Web App,0,22,rt at am we received a call for shots fired at delanceyampludlowresponding officers did a phenomenal job quickly gatherin,received call shots fired delanceyampludlowresponding officers phenomenal job quickly gatherin,['Unknown'],Unknown,violent_crime,high
72,"This week, officers from @NYPDPSA1 and @NYPD60pct teamed up to conduct an operation to remove unregistered and uninsured motorcycles/mopeds from the Marlboro Houses in Brooklyn. https://t.co/Q75T9vSBED",1515367949208539137,201,2022-04-16 16:34:07+00:00,Twitter Web App,88,14,this week officers from and teamed up to conduct an operation to remove unregistered and uninsured motorcyclesmopeds from the marlboro houses in brooklyn,week officers teamed conduct operation remove unregistered uninsured motorcyclesmopeds marlboro houses brooklyn,['Brooklyn'],Brooklyn,other,unknown
73,"RT @ThisWeekABC: EXCLUSIVE: Following the Brooklyn subway shooting, @NYCMayor and @NYPDPC join @GStephanopoulos to discuss developments in…",1515129293285867521,139,2022-04-16 00:45:47+00:00,Twitter for iPhone,0,18,rt exclusive following the brooklyn subway shooting and join to discuss developments in,exclusive following brooklyn subway shooting join discuss developments,['Brooklyn'],Brooklyn,violent_crime,high
